Número da OS;Mina;Complexo Mineiro;Estrutura;Local de Instalação;Código do Instrumento;Tipo de Instrumento;Subtipo de Instrumento;Origem da Medição;Tipo de Coleta;Tipo de Medição;Situação da Medição;Justificativa de não Medição;Condição Adversa;Observação;Sensor;Data de Medição;Hora da Medição;Outlier;Grandeza física;Valor;Unidade de Medida;Coordenada Norte (Y);Unidade de Medida (X);Coordenada Leste (X);Unidade de Medida (Z);Cota (Z);Unidade de Medida (AB)
84751;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;29/07/2014;00:00;;Vetor Deslocamento;0,33597;m;7.775.506,109;m;613.234,071;m;1.393,23;m
85911;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;01/08/2014;00:00;;Vetor Deslocamento;0,33547;m;7.775.506,112;m;613.234,073;m;1.393,231;m
87229;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;11/09/2014;00:00;;Vetor Deslocamento;0,33400;m;7.775.506,104;m;613.234,075;m;1.393,232;m
88563;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;18/09/2014;00:00;;Vetor Deslocamento;0,33629;m;7.775.506,103;m;613.234,069;m;1.393,229;m
88884;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;30/09/2014;00:00;;Vetor Deslocamento;0,33782;m;7.775.506,1;m;613.234,066;m;1.393,227;m
89116;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;14/10/2014;00:00;;Vetor Deslocamento;0,34122;m;7.775.506,101;m;613.234,07;m;1.393,224;m
90244;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;10/11/2014;00:00;;Vetor Deslocamento;0,33771;m;7.775.506,102;m;613.234,074;m;1.393,228;m
91118;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;05/12/2014;00:00;;Vetor Deslocamento;0,33562;m;7.775.506,102;m;613.234,073;m;1.393,23;m
91788;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;M;Padrão;16/12/2014;00:00;;Vetor Deslocamento;0,33242;m;7.775.506,103;m;613.234,07;m;1.393,233;m
93090;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;M;Padrão;07/01/2015;00:00;;Vetor Deslocamento;0,33237;m;7.775.506,101;m;613.234,071;m;1.393,233;m
93630;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;M;Padrão;19/01/2015;00:00;;Vetor Deslocamento;0,33519;m;7.775.506,1;m;613.234,07;m;1.393,23;m
92134;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;02/02/2015;00:00;;Vetor Deslocamento;0,33523;m;7.775.506,099;m;613.234,071;m;1.393,23;m
94678;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;23/02/2015;00:00;;Vetor Deslocamento;0,33016;m;7.775.506,099;m;613.234,07;m;1.393,235;m
93408;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;12/03/2015;00:00;;Vetor Deslocamento;0,32992;m;7.775.506,098;m;613.234,068;m;1.393,235;m
93442;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;27/03/2015;00:00;;Vetor Deslocamento;0,33025;m;7.775.506,097;m;613.234,072;m;1.393,235;m
96606;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;08/04/2015;00:00;;Vetor Deslocamento;0,33077;m;7.775.506,102;m;613.234,074;m;1.393,235;m
97551;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;29/04/2015;00:00;;Vetor Deslocamento;0,33868;m;7.775.506,098;m;613.234,076;m;1.393,227;m
98625;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;26/05/2015;00:00;;Vetor Deslocamento;0,33664;m;7.775.506,097;m;613.234,076;m;1.393,229;m
102447;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;06/08/2015;00:00;;Vetor Deslocamento;0,31672;m;7.775.506,094;m;613.234,084;m;1.393,25;m
99516;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;13/08/2015;00:00;;Vetor Deslocamento;0,32013;m;7.775.506,094;m;613.234,087;m;1.393,247;m
104270;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;22/09/2015;00:00;;Vetor Deslocamento;0,30379;m;7.775.506,088;m;613.234,085;m;1.393,263;m
104614;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;30/09/2015;00:00;;Vetor Deslocamento;0,31766;m;7.775.506,088;m;613.234,078;m;1.393,248;m
104709;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;08/10/2015;00:00;;Vetor Deslocamento;0,30185;m;7.775.506,089;m;613.234,085;m;1.393,265;m
105609;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;30/10/2015;00:00;;Vetor Deslocamento;0,30299;m;7.775.506,09;m;613.234,079;m;1.393,263;m
106152;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;10/11/2015;00:00;;Vetor Deslocamento;0,30084;m;7.775.506,089;m;613.234,078;m;1.393,265;m
107785;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;03/12/2015;00:00;;Vetor Deslocamento;0,29832;m;7.775.506,09;m;613.234,081;m;1.393,268;m
108476;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;22/12/2015;00:00;;Vetor Deslocamento;0,29539;m;7.775.506,091;m;613.234,081;m;1.393,271;m
110264;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;04/02/2016;00:00;;Vetor Deslocamento;0,29277;m;7.775.506,092;m;613.234,076;m;1.393,273;m
110931;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Demandas extras. Não sendo possível atender cronograma.;;16/02/2016;00:00;;;;;;;;;;
112019;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;09/03/2016;00:00;;Vetor Deslocamento;0,29262;m;7.775.506,088;m;613.234,076;m;1.393,273;m
114267;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;02/05/2016;00:00;;Vetor Deslocamento;0,29554;m;7.775.506,093;m;613.234,074;m;1.393,27;m
114495;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;12/05/2016;00:00;;Vetor Deslocamento;0,29632;m;7.775.506,091;m;613.234,073;m;1.393,269;m
116301;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;29/06/2016;12:00;;Vetor Deslocamento;0,29919;m;7.775.506,086;m;613.234,081;m;1.393,267;m
117181;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;26/07/2016;13:00;;Vetor Deslocamento;0,32417;m;7.775.506,085;m;613.234,075;m;1.393,241;m
117749;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;03/08/2016;10:30;;Vetor Deslocamento;0,32714;m;7.775.506,084;m;613.234,075;m;1.393,238;m
118355;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;30/08/2016;10:30;;Vetor Deslocamento;0,31323;m;7.775.506,084;m;613.234,075;m;1.393,252;m
119610;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;27/09/2016;11:00;;Vetor Deslocamento;0,30594;m;7.775.506,084;m;613.234,08;m;1.393,26;m
120994;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;19/10/2016;10:00;;Vetor Deslocamento;0,30947;m;7.775.506,087;m;613.234,053;m;1.393,254;m
122249;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;11/11/2016;09:00;;Vetor Deslocamento;0,30315;m;7.775.506,081;m;613.234,074;m;1.393,262;m
123851;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;09/12/2016;10:00;;Vetor Deslocamento;0,29907;m;7.775.506,076;m;613.234,073;m;1.393,266;m
125215;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;"Reunião ""avaliação pesquisa de clima o dia todo""";;06/01/2017;00:00;;;;;;;;;;
126807;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;08/02/2017;09:50;;Vetor Deslocamento;0,29408;m;7.775.506,071;m;613.234,072;m;1.393,271;m
128173;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;16/03/2017;11:00;;Vetor Deslocamento;0,31786;m;7.775.506,074;m;613.234,072;m;1.393,247;m
130157;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;18/04/2017;09:14;;Vetor Deslocamento;0,28802;m;7.775.506,08;m;613.234,072;m;1.393,277;m
131645;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;25/05/2017;09:48;;Vetor Deslocamento;0,28520;m;7.775.506,074;m;613.234,073;m;1.393,28;m
133375;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;22/06/2017;11:47;;Vetor Deslocamento;0,31275;m;7.775.506,077;m;613.234,071;m;1.393,252;m
135184;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Ocorreu operação de lavra onde estava instalado o marco topográfico (MGTCMT10), sendo assim ficou inviável o monitoramento da cava CMT neste período.;;01/07/2017;00:00;;;;;;;;;;
137244;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;02/08/2017;10:31;;Vetor Deslocamento;0,26425;m;7.775.506,1;m;613.234,121;m;1.393,313;m
138640;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Marco foi lavrado.;;18/09/2017;10:14;;;;;;;;;;
140214;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;31/10/2017;09:00;;Vetor Deslocamento;0,25350;m;7.775.506,084;m;613.234,099;m;1.393,317;m
142072;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;27/11/2017;08:34;;Vetor Deslocamento;0,25323;m;7.775.506,073;m;613.234,109;m;1.393,32;m
144087;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;18/12/2017;06:51;;Vetor Deslocamento;0,24784;m;7.775.506,064;m;613.234,098;m;1.393,323;m
;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;;;Não Realizada;Equipamento em manutenção;;;;31/01/2018;06:00;;;;;;;;;;
168904;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Não Realizada;Instrumento Danificado;;Marco Destruído;;22/02/2018;09:00;;;;;;;;;;
;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;;;Não Realizada;Chuva;;;;21/03/2018;08:30;;;;;;;;;;
165724;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Não Realizada;Chuva;;;;21/03/2018;08:30;;;;;;;;;;
160305;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;19/04/2018;13:00;;Vetor Deslocamento;0,20905;m;7.775.506,033;m;613.234,07280;m;1.393,36207;m
162705;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;Sem visada;;;;29/05/2018;03:00;;;;;;;;;;
161427;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;11/06/2018;11:23;;Vetor Deslocamento;0,20851;m;7.775.506,053;m;613.234,087;m;1.393,362;m
165667;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;16/07/2018;;;Vetor Deslocamento;0,21219;m;7.775.506,047;m;613.234,098;m;1.393,362;m
167474;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;20/08/2018;;;Vetor Deslocamento;0,20797;m;7.775.506,04767;m;613.234,08967;m;1.393,364;m
167427;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;19/09/2018;;;Vetor Deslocamento;0,20555;m;7.775.506,04895;m;613.234,08505;m;1.393,36518;m
170273;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;24/10/2018;09:41;;Vetor Deslocamento;0,20831;m;7.775.506,046;m;613.234,086;m;1.393,363;m
172449;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;12/11/2018;08:42;;Vetor Deslocamento;0,20917;m;7.775.506,04253;m;613.234,09023;m;1.393,36377;m
171865;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;10/12/2018;09:38;;Vetor Deslocamento;0,21093;m;7.775.506,04060;m;613.234,09563;m;1.393,36377;m
173411;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;22/01/2019;09:18;;Vetor Deslocamento;0,21884;m;7.775.506,031;m;613.234,101;m;1.393,359;m
177838;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;26/02/2019;14:06;;Vetor Deslocamento;0,21176;m;7.775.506,03287;m;613.234,08787;m;1.393,36243;m
177408;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;28/03/2019;10:09;;Vetor Deslocamento;0,21050;m;7.775.506,032;m;613.234,088;m;1.393,364;m
179484;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;09/04/2019;09:36;;Vetor Deslocamento;0,21548;m;7.775.506,028;m;613.234,093;m;1.393,361;m
181614;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;15/04/2019;10:41;;Vetor Deslocamento;0,20822;m;7.775.506,031;m;613.234,081;m;1.393,365;m
182495;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;22/04/2019;09:52;;Vetor Deslocamento;0,21051;m;7.775.506,029;m;613.234,0896;m;1.393,36513;m
183555;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;29/04/2019;09:42;;Vetor Deslocamento;0,21342;m;7.775.506,03;m;613.234,0891;m;1.393,36167;m
182509;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;07/05/2019;11:22;;Vetor Deslocamento;0,21056;m;7.775.506,03053;m;613.234,0836;m;1.393,36323;m
186515;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;10/06/2019;09:52;;Vetor Deslocamento;0,21028;m;7.775.506,029;m;613.234,084;m;1.393,364;m
188950;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;17/06/2019;09:50;;Vetor Deslocamento;0,21074;m;7.775.506,028;m;613.234,085;m;1.393,364;m
189760;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;24/06/2019;10:15;;Vetor Deslocamento;0,20992;m;7.775.506,031;m;613.234,08;m;1.393,363;m
190088;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;08/07/2019;09:59;;Vetor Deslocamento;0,21452;m;7.775.506,028;m;613.234,085;m;1.393,36;m
193876;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;19/08/2019;10:09;;Vetor Deslocamento;0,21115;m;7.775.506,02077;m;613.234,08533;m;1.393,36563;m
198072;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;23/09/2019;10:04;;Vetor Deslocamento;0,21270;m;7.775.506,0175;m;613.234,08377;m;1.393,3646;m
203066;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;21/10/2019;10:43;;Vetor Deslocamento;0,20748;m;7.775.506,01566;m;613.234,08036;m;1.393,37002;m
207045;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;25/11/2019;09:25;;Vetor Deslocamento;0,20681;m;7.775.506,01280;m;613.234,0805;m;1.393,37173;m
211925;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;16/12/2019;11:52;;Vetor Deslocamento;0,20679;m;7.775.506,0105;m;613.234,08063;m;1.393,3726;m
215825;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;31/01/2020;14:01;;Vetor Deslocamento;0,20729;m;7.775.506,00475;m;613.234,07888;m;1.393,37383;m
220721;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;21/02/2020;11:46;;Vetor Deslocamento;0,20774;m;7.775.506,00277;m;613.234,07847;m;1.393,37403;m
224912;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;18/03/2020;11:27;;Vetor Deslocamento;0,20892;m;7.775.505,99530;m;613.234,07865;m;1.393,37595;m
228997;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;17/04/2020;10:55;;Vetor Deslocamento;0,20589;m;7.775.505,99383;m;613.234,0743;m;1.393,3791;m
234364;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;19/05/2020;11:08;;Vetor Deslocamento;0,20546;m;7.775.505,9952;m;613.234,07025;m;1.393,3782;m
238904;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;19/06/2020;10:38;;Vetor Deslocamento;0,20310;m;7.775.505,99833;m;613.234,06407;m;1.393,37843;m
243806;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;13/07/2020;10:34;;Vetor Deslocamento;0,20797;m;7.775.505,98800;m;613.234,0732;m;1.393,37933;m
249835;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;Avanço de Lavra;;Ponto de instalação do Marco topográfico lavrado;;12/08/2020;12:00;;;;;;;;;;
254742;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;Instrumento inoperante;;Manutenção e troca de equipamento;;21/09/2020;12:18;;;;;;;;;;
259916;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;Instrumento inoperante;;Manutenção e troca de equipamento;;07/10/2020;10:41;;;;;;;;;;
264669;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP079;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;Instrumento inoperante;;Prisma sujo e ou danificado;;20/10/2020;10:58;;;;;;;;;;
